符合條件商品
資料日期：2023年  8月  9日
策略,	基金財務輸出CSV
序號,	代碼,	商品,	成交,	漲幅%,	總量,	CLOSE,	C_MA20,	VOL,	VOL_MA10,	ROE4,	毛利率,	營益率,	利息倍數,	股本,	市值
執行時間：2023-08-09 19:11 符合檔數(1770)
1208	,5864.TW,致和證,23.35,-1.27,2325,23.35,27.29,2325,3414.8,36.4,99,85.4,-19,27,64
1209	,5871.TW,中租-KY,186.5,0.81,3107,186.5,195.61,3107,6459.1,18.8,67.3,36.6,480,161,3011
1210	,5876.TW,上海商銀,44.2,0.23,2526,44.2,44.2,2526,2941.5,9.2,0,0,0,486,2149
1211	,5878.TW,台名,48.4,-0.1,8,48.4,48.4,8,3.7,6,17.7,4.9,119,3,12
1212	,5880.TW,合庫金,27.85,1.36,21981,27.85,26.97,21981,14980,8.9,0,0,0,1471,4097
1213	,5902.TW,德記,38.8,0.26,7,38.8,38.89,7,24.7,15.9,20.5,9.5,412,9,37
1214	,5903.TW,全家,207.5,-0.72,29,207.5,207.51,29,51.2,29.4,36.7,2.3,8,22,463
1215	,5904.TW,寶雅,512,0.59,116,512,518.7,116,338.1,41.3,41.4,11.3,17,10,528
1216	,5905.TW,南仁湖,12.4,-1.59,710,12.4,12.68,710,514.9,-2,74.6,-10.3,-4,25,31
1217	,5906.TW,台南-KY,55.3,-2.98,34,55.3,66.58,34,56.2,32.8,55.1,11.8,19,3,18
1218	,5907.TW,大洋-KY,14.25,-0.7,54,14.25,14.52,54,73.6,0.2,81.1,11.5,0,20,28
1219	,6005.TW,群益證,15.3,-0.65,3624,15.3,15.27,3624,7414.6,12.3,77.3,27.2,4,217,332
1220	,6015.TW,宏遠證,12.55,-1.18,2078,12.55,12.42,2078,6779.6,4.2,93.5,-3.7,-8,35,44
1221	,6016.TW,康和證,14.55,-1.69,4759,14.55,15.35,4759,7411.4,20.8,85.7,36,1,59,86
1222	,6020.TW,大展證,18.85,-0.79,10,18.85,18.93,10,32.8,8.7,95.8,61.1,-21,25,48
1223	,6021.TW,美好證,15.05,0,3,15.05,15.12,3,16,-3.4,87.5,-34,2,31,47
1224	,6023.TW,元大期,56.3,0.36,104,56.3,54.11,104,144.9,11.1,40.6,-5,12,29,163
1225	,6024.TW,群益期,44.35,-0.45,141,44.35,43.24,141,282.9,14,58,4.3,56,21,93
1226	,6026.TW,福邦證,13.2,-0.38,1126,13.2,13.29,1126,2674.7,18.6,95.5,64.2,-3,40,52
1227	,6101.TW,寬魚國際,40.6,0.25,548,40.6,39.21,548,476.5,9.5,15.6,9.6,-39281,12,47
1228	,6103.TW,合邦,41.65,-1.65,3,41.65,38.22,3,3,-11.4,11.7,-24.9,-6,1,6
1229	,6104.TW,創惟,103,-1.9,2397,103,111.3,2397,4672.1,-6.4,38.9,-5.6,49,9,93
1230	,6108.TW,競國,17.6,-0.56,33,17.6,17.62,33,88.6,-8.1,6.5,-4.9,1,16,28
1231	,6109.TW,亞元,15.7,-1.57,140,15.7,15.64,140,352.4,2.2,25.8,4.9,19,7,10
1232	,6111.TW,大宇資,77.6,-1.52,1908,77.6,91.37,1908,2698.3,-9.6,32.2,-11.3,42,9,66
1233	,6112.TW,邁達特,70.4,-2.76,2703,70.4,71.04,2703,8769.7,15.3,14.5,4,22,19,86
1234	,6113.TW,亞矽,14.5,0,153,14.5,14.95,153,370.7,-3,5.3,-3.3,8,5,7
1235	,6114.TW,久威,33.95,-2.44,2682,33.95,29.21,2682,1604.9,4.7,9.3,-1.1,21,4,15
1236	,6115.TW,鎰勝,45.65,0,72,45.65,45.33,72,108.8,6.1,16.8,8.5,62,19,86
1237	,6116.TW,彩晶,13.6,-1.09,11883,13.6,13.72,11883,25416.6,-6.4,-14.6,-32.1,-59,294,400
1238	,6117.TW,迎廣,23,-3.97,801,23,25.24,801,4179.5,-16,14.4,-7.2,3,9,20
1239	,6118.TW,建達,28.25,0.18,337,28.25,30.76,337,577.1,-1.2,3.4,-0.5,7,9,26
1240	,6120.TW,達運,15.1,-9.85,11429,15.1,17.42,11429,7412.9,4.6,7.8,1.9,10,67,100
1241	,6121.TW,新普,305,-0.49,510,305,303.45,510,749.5,15.8,14.5,9,193,18,564
1242	,6122.TW,擎邦,44.85,1.7,8876,44.85,42.45,8876,2762.1,17.8,8.9,6.6,75,7,32
1243	,6123.TW,上奇,67.4,-0.74,78,67.4,68.87,78,97.3,18.3,15.2,6.7,25,6,42
1244	,6124.TW,業強,35.7,-1.65,169,35.7,42.45,169,700,0.8,12.7,0.5,5,18,65
1245	,6125.TW,廣運,70.6,1,16137,70.6,81.17,16137,28278.5,6,20.3,3.4,12,25,176
1246	,6126.TW,信音,30.2,-1.47,813,30.2,31.68,813,3266.3,11.9,28.8,10.9,45,12,35
1247	,6127.TW,九豪,21.95,5.02,1108,21.95,20.89,1108,368.8,-18.8,12.3,-48.5,1,11,24
1248	,6128.TW,上福,33.85,-1.74,517,33.85,33.79,517,226.4,12.9,41,11.1,21,13,43
1249	,6129.TW,普誠,30.85,4.22,5929,30.85,30.51,5929,1341.6,8.2,34,5.7,59,18,56
1250	,6130.TW,星寶國際,30.25,-1.79,10,30.25,31.21,10,28.9,-3.8,28.8,-7.5,4,4,13
1251	,6133.TW,金橋,15.55,-0.64,313,15.55,16.25,313,1277.1,-3.9,16.7,-3,12,12,18
1252	,6134.TW,萬旭,21.4,-0.7,43,21.4,21.17,43,138.2,-2.6,26.4,-1.1,-6,7,16
1253	,6136.TW,富爾特,18.7,0,129,18.7,18.73,129,148.5,0.2,20.7,-2.6,378,12,22
1254	,6138.TW,茂達,133.5,-1.84,1176,133.5,143.26,1176,1556.9,9,30.3,9.3,570,7,99
1255	,6139.TW,亞翔,76.7,4.92,5991,76.7,77.71,5991,4426.7,11.4,8.9,4,28,23,173
1256	,6140.TW,訊達,20.7,0.49,88,20.7,20.99,88,279.8,-2.7,11.3,-0.1,10,4,9
1257	,6141.TW,柏承,17.1,0,17,17.1,17.4,17,66.9,-20.3,-9,-26.4,-1,11,19
1258	,6142.TW,友勁,11.25,-3.43,1542,11.25,11.96,1542,921.9,-1.2,8.5,-2.5,7,33,26
1259	,6143.TW,振曜,75.9,-0.26,799,75.9,78.05,799,1185.2,8.7,19.1,6.4,55,9,66
1260	,6144.TW,得利影,14.7,6.52,1,14.7,14.65,1,5,-6.3,37.4,-11.2,-30,4,6
1261	,6146.TW,耕興,236,-1.26,198,236,236.93,198,251.6,30.4,54.7,40.2,489,10,240
1262	,6147.TW,頎邦,67,-3.04,6476,67,67.09,6476,4538.4,14.1,27.1,18.8,139,74,495
1263	,6148.TW,驊宏資,38,-2.56,1203,38,39.14,1203,5003.8,4,22.8,4.3,34,5,18
1264	,6150.TW,撼訊,78.6,-0.25,2091,78.6,92.59,2091,1247.5,-9.7,1.7,-6.3,-5,5,38
1265	,6151.TW,晉倫,26.65,0,49,26.65,26.77,49,41.2,10.3,18.9,6.7,36,6,15
1266	,6152.TW,百一,10.1,-4.27,1953,10.1,10.33,1953,798.5,-10.9,15.7,-7.5,10,17,17
1267	,6153.TW,嘉聯益,23.45,-1.05,1238,23.45,24.3,1238,1799,-23.4,-27.8,-45.7,5,56,130
1268	,6154.TW,順發,16.75,0,35,16.75,16.8,35,25.8,3.1,15.8,1.2,38,8,13
1269	,6155.TW,鈞寶,25.2,-4.18,642,25.2,25.45,642,503,8.3,19.1,-1.5,31,9,22
1270	,6156.TW,松上,22.05,-1.12,1114,22.05,21.34,1114,1729.6,14.6,13.5,1.8,18,8,17
1271	,6158.TW,禾昌,33.75,1.81,592,33.75,31.06,592,1077.8,22.1,32.4,6.6,11,6,19
1272	,6160.TW,欣技,26.4,-0.56,343,26.4,27.91,343,624.5,16.6,34.6,9.3,9,7,18
1273	,6161.TW,捷波,40.75,-0.61,498,40.75,42.43,498,2818.5,9.2,36.4,10,737,7,31
1274	,6163.TW,華電網,17.95,-1.37,864,17.95,18.96,864,640.3,-3.6,19.9,-1.5,13,14,25
1275	,6164.TW,華興,11,-3.51,675,11,11.7,675,289.7,-3.1,25,-10,14,10,11
1276	,6165.TW,浪凡,32.3,0.94,139,32.3,32.33,139,294.2,-22.6,25.8,-5.5,15,6,16
1277	,6166.TW,凌華,67.3,-2.32,519,67.3,73.78,519,1797.6,4,36.5,3,15,22,146
1278	,6167.TW,久正,15.9,-0.93,407,15.9,16.44,407,756.6,5.9,16.5,4.8,84,16,26
1279	,6168.TW,宏齊,22.5,-0.44,301,22.5,23.35,301,518.7,0.5,26.7,-0.7,329,21,46
1280	,6169.TW,昱泉,22.2,0,27,22.2,23.57,27,63,-7.6,32.4,-205.7,4,2,5
1281	,6170.TW,統振,48.65,3.62,2358,48.65,44.82,2358,1660.6,14.9,27.1,8.6,16,9,44
1282	,6171.TW,大城地產,21.5,0,57,21.5,21.05,57,33.9,-0.2,61.4,-11.3,17883,10,22
1283	,6173.TW,信昌電,40.8,-0.24,208,40.8,41.04,208,302.1,9.2,19.7,13,47,17,70
1284	,6174.TW,安碁,23.8,-0.83,68,23.8,24.46,68,128,3.5,34.5,8,305,5,12
1285	,6175.TW,立敦,36.8,-1.08,270,36.8,37.59,270,219.5,7.2,20.3,11.5,18,14,53
1286	,6176.TW,瑞儀,119,-1.24,3840,119,113.25,3840,4810.7,26.8,20.7,13.9,62,47,553
1287	,6177.TW,達麗,32.1,-0.31,430,32.1,31.72,430,399.8,-4.2,-0.8,-29.4,17,39,125
1288	,6179.TW,亞通,30.5,0.49,563,30.5,33.56,563,1192.5,5.9,13.7,8.2,-1,10,27
1289	,6180.TW,橘子,66.2,-1.19,720,66.2,70.4,720,1221.6,4.4,36.4,2.1,312,18,116
1290	,6182.TW,合晶,40.45,-2.53,6542,40.45,43.8,6542,4069.8,7.6,36.1,16.3,15,54,219
1291	,6183.TW,關貿,66.2,1.07,23,66.2,65.64,23,21,22.7,49.2,30.9,582,15,99
1292	,6184.TW,大豐電,50.9,0.59,44,50.9,50.49,44,53.7,11.8,50.1,30.4,17,16,81
1293	,6185.TW,幃翔,17,-9.09,4911,17,18.9,4911,1895.5,9.7,38.4,12.5,4410,15,25
1294	,6186.TW,新潤,49.45,-0.5,256,49.45,46.63,256,377,4.6,28.9,13.9,863,15,74
1295	,6187.TW,萬潤,120,-5.51,7098,120,125.04,7098,11065.8,2.2,50.3,5.3,57,8,100
1296	,6188.TW,廣明,104.5,-4.57,15657,104.5,103.89,15657,31796.8,9.8,23.6,8.1,338,28,291
1297	,6189.TW,豐藝,46.3,0.22,1293,46.3,45.05,1293,1014.8,13.2,7.7,4.1,11,21,98
1298	,6190.TW,萬泰科,36.1,1.69,2858,36.1,36.57,2858,6792.9,8.5,16,6.3,13,16,58
1299	,6191.TW,精成科,51.8,0.39,5098,51.8,49.35,5098,5924.2,12.8,21.4,13.6,32,47,246
1300	,6192.TW,巨路,81.6,0.74,144,81.6,80.18,144,108.1,11.5,34.8,18,3104,10,78
1301	,6194.TW,育富,37.5,4.31,9765,37.5,32.65,9765,2265.8,6,16.3,9.6,40,5,18
1302	,6195.TW,詩肯,44.05,-0.11,81,44.05,43.96,81,41.3,11.9,54.8,9,14,5,22
1303	,6196.TW,帆宣,144,0.35,1089,144,140.22,1089,3156.6,18.1,9.2,4.4,32,20,282
1304	,6197.TW,佳必琪,70,-2.37,2012,70,69.13,2012,2196,25.3,27.8,9.9,161,12,85
1305	,6198.TW,瑞築,34.2,-5,98,34.2,35.59,98,107.1,-5.9,58.3,-14335.4,-234,2,8
1306	,6199.TW,天品,17.9,0,0,17.9,17.94,0,7.5,0.6,49.7,5.4,-9,6,11
1307	,6201.TW,亞弘電,45.15,-3.42,204,45.15,45.21,204,144.7,18,25.3,13.2,558,9,40
1308	,6202.TW,盛群,67.8,-0.73,953,67.8,69.41,953,931.9,5,45.7,14.5,674,23,153
1309	,6203.TW,海韻電,102.5,-6.39,4951,102.5,99.73,4951,4695.9,19.6,35.2,23.6,60,8,83
1310	,6204.TW,艾華,63,-6.11,2799,63,64.05,2799,367.9,-2.4,26.4,-3,109,2,15
1311	,6205.TW,詮欣,59.6,-2.3,857,59.6,62.28,857,384.5,3.1,32.7,5.8,237,8,48
1312	,6206.TW,飛捷,65.6,-0.46,372,65.6,66.98,372,294.9,3.7,33.1,8,1084,14,94
1313	,6207.TW,雷科,32.6,-1.81,669,32.6,32.12,669,2735.6,11.2,31.2,2.7,8,8,26
1314	,6208.TW,日揚,50.2,-0.2,181,50.2,51.42,181,105.7,12.2,34.2,13.2,65,12,59
1315	,6209.TW,今國光,27.65,-1.25,514,27.65,27.82,514,517.3,-5.8,8.9,-4,7,17,48
1316	,6210.TW,慶生,33.6,-1.18,93,33.6,33.7,93,28.9,-18.1,-27.4,-54.5,261,4,12
1317	,6212.TW,理銘,46.8,1.41,3,46.8,46.98,3,5.2,12.5,39.8,30.7,39,10,48
1318	,6213.TW,聯茂,75.7,0,1567,75.7,77.36,1567,8727.7,0.9,10.7,1.1,23,36,275
1319	,6214.TW,精誠,113,-0.44,982,113,109.97,982,5157.5,12.1,23.6,5.3,18,27,308
1320	,6215.TW,和椿,25.85,-0.96,108,25.85,26.23,108,227,7.8,30.7,5.7,207,8,21
1321	,6216.TW,居易,29.05,0.17,292,29.05,28.92,292,385.9,1.8,47.2,0.5,0,9,26
1322	,6217.TW,中探針,47.65,-0.73,776,47.65,48.52,776,2776.6,9.4,24.3,-7.9,12,10,46
1323	,6218.TW,豪勉,28.2,-6.93,3318,28.2,31.26,3318,5847.9,4.2,28.6,6.1,12,6,18
1324	,6219.TW,富旺,22.5,-1.96,494,22.5,19.88,494,601.5,1.9,47.6,-175.5,-26,9,21
1325	,6220.TW,岳豐,25.85,1.57,1101,25.85,24.92,1101,767,-24.5,19.5,-13.1,10,14,37
1326	,6221.TW,晉泰,73.6,-0.54,0,73.6,73.25,0,47.4,13.7,19.9,7.1,36,8,61
1327	,6222.TW,上揚,37.3,3.32,98,37.3,34.58,98,268.2,-4.4,23.6,-392.4,0,4,15
1328	,6223.TW,旺矽,197.5,3.4,6735,197.5,191.18,6735,6006.5,15.9,47.3,18.3,106,9,186
1329	,6224.TW,聚鼎,56.3,0,88,56.3,58.55,88,105.5,-2.8,20.8,-7.1,-1,9,48
1330	,6225.TW,天瀚,9.34,-2.71,17,9.34,9.37,17,17.7,-4,20.2,-12.7,-563,3,2
1331	,6226.TW,光鼎,10.35,-0.96,233,10.35,10.77,233,301.2,-8.1,22.9,-8.2,2,12,12
1332	,6227.TW,茂綸,45.8,1.66,487,45.8,44.85,487,339.8,8.3,6.9,2.5,12,8,35
1333	,6228.TW,全譜,12.15,-0.82,50,12.15,12.21,50,37.1,-10.3,35.4,-112.5,-8,5,5
1334	,6229.TW,研通,26.75,-0.74,44,26.75,27.12,44,51.2,-9.6,14.5,-10.4,18,4,10
1335	,6230.TW,尼得科超眾,159,-1.55,94,159,163.25,94,264.8,7.3,17.6,6.4,33,9,137
1336	,6231.TW,系微,138,-4.83,2564,138,133.22,2564,5318.4,14.2,77.3,9.6,190,4,52
1337	,6233.TW,旺玖,24.05,-1.84,312,24.05,25.32,312,357.1,-2,37,-12,65,8,19
1338	,6234.TW,高僑,32.4,-2.11,604,32.4,32.4,604,1747.1,2,15.2,6.6,31,10,33
1339	,6235.TW,華孚,122,0.41,6827,122,129.28,6827,14549,23.9,30.2,15.6,14,19,234
1340	,6236.TW,康呈,18.2,0,0,18.2,19.87,0,0.8,-25.9,14.9,-156,-334,4,8
1341	,6237.TW,驊訊,37.2,-2.23,438,37.2,39.43,438,385.8,-4.8,29.8,-33.6,-1095,8,29
1342	,6239.TW,力成,97,0.52,2735,97,101.06,2735,7379.9,10.7,16.8,10.7,54,76,736
1343	,6240.TW,松崗,21.75,-0.68,16,21.75,22.32,16,31,1.3,25.4,-19.4,52,2,5
1344	,6241.TW,易通展,13.5,0,17,13.5,13.86,17,45.5,-29,8.6,-10.5,-4,5,7
1345	,6242.TW,立康,57.9,-3.5,138,57.9,60.98,138,50.6,22.3,68.4,22.5,487,3,16
1346	,6243.TW,迅杰,45.4,-0.22,172,45.4,47.48,172,495.6,8.2,39,8.6,33,5,17
1347	,6244.TW,茂迪,28.95,-0.34,1423,28.95,30.55,1423,2287.3,0,0,0,5,39,112
1348	,6245.TW,立端,109.5,-0.9,1727,109.5,114.4,1727,3232.7,23.1,33.3,15.2,77,12,130
1349	,6246.TW,臺龍,13.4,-0.74,12,13.4,13.58,12,10.5,-10.9,8.2,-1.3,3,4,5
1350	,6248.TW,沛波,27.25,0.18,728,27.25,27.09,728,383.3,18,6,3,18,7,19
1351	,6257.TW,矽格,52.5,-0.38,766,52.5,53.17,766,2708.2,14.2,21.7,11.7,22,46,240
1352	,6259.TW,百徽,19.1,-0.78,2,19.1,19.75,2,14.9,3.9,24.2,4.2,29,2,4
1353	,6261.TW,久元,67.8,-0.44,140,67.8,67.94,140,200.9,5.6,25.1,10.1,103,13,87
1354	,6263.TW,普萊德,129,0.39,64,129,130.59,64,240.6,37.7,45.2,32.7,1410,6,81
1355	,6264.TW,富裔,7.5,6.23,331,7.5,7.46,331,70.8,-10.6,11.2,-5.8,-5,12,9
1356	,6265.TW,方土昶,10.45,1.95,219,10.45,10.69,219,204,-3.7,-0.6,-7.7,17,12,12
1357	,6266.TW,泰詠,35.1,0.29,774,35.1,35.99,774,1038.5,17.4,15.8,10.7,75,14,49
1358	,6269.TW,台郡,91.4,-1.19,2281,91.4,93.24,2281,4340.3,1.7,9.6,-0.2,115,32,295
1359	,6270.TW,倍微,22.95,-0.86,222,22.95,23.37,222,566.3,5.7,7.2,2.4,50,7,17
1360	,6271.TW,同欣電,124.5,-1.61,4905,124.5,127.99,4905,3832.3,0.2,17.1,5.9,182,21,260
1361	,6274.TW,台燿,123.5,-3.89,17080,123.5,117.36,17080,39136.4,10.1,18.2,6.9,58,27,333
1362	,6275.TW,元山,45.45,-1.73,1560,45.45,43.96,1560,5416.8,6.1,16,2.5,19,7,32
1363	,6276.TW,安鈦克,43.35,-4.41,551,43.35,46.9,551,963.5,26.9,32.9,10.1,16,3,14
1364	,6277.TW,宏正,83.7,-0.71,166,83.7,84.27,166,171.8,16,60.6,18.8,42,12,100
1365	,6278.TW,台表科,89.8,0.67,586,89.8,90.38,586,1197,13.9,11.3,5.6,30,29,263
1366	,6279.TW,胡連,147,-2,1610,147,156.97,1610,1608.2,5.3,28.9,12.6,33,10,146
1367	,6281.TW,全國電,84.9,0.24,27,84.9,85.12,27,30.8,27.3,19,3.8,23,10,84
1368	,6282.TW,康舒,52.9,-2.58,27666,52.9,53.2,27666,57962.2,1,19.5,2,6,73,388
1369	,6283.TW,淳安,31.95,-0.62,83,31.95,31.71,83,437.7,-9.9,6.6,-21.3,-13,15,43
1370	,6284.TW,佳邦,47.6,2.48,2493,47.6,50.8,2493,920.2,5.4,24.2,7.4,29,14,67
1371	,6285.TW,啟碁,118,0,11755,118,113.85,11755,21596.1,17.1,12.1,3.9,15,42,493
1372	,6287.TW,元隆,20.65,0.49,10,20.65,20.96,10,16.2,-3.7,5.4,1.1,9,11,23
1373	,6288.TW,聯嘉,30.9,1.15,1450,30.9,31.8,1450,1789,0.6,14.8,-0,1,20,60
1374	,6290.TW,良維,58,-0.17,730,58,60.73,730,3442.8,5.8,13.4,2.1,39,15,89
1375	,6291.TW,沛亨,193,-1.78,44,193,228.1,44,64.7,31.6,33.4,20,69,4,81
1376	,6292.TW,迅德,46.15,4.53,111,46.15,43.67,111,34.8,12,32.4,9.2,47,5,22
1377	,6294.TW,智基,111.5,-0.45,11,111.5,110.17,11,36.8,24.7,37.2,19.5,81,2,27
1378	,6404.TW,通訊-KY,20.3,-3.33,11,20.3,20.99,11,9.3,-29.3,4.6,-239.4,0,2,5
1379	,6405.TW,悅城,25.25,-2.51,90,25.25,24.82,90,458.3,-2.9,5.9,-37.1,24,7,17
1380	,6409.TW,旭隼,1615,2.54,136,1615,1745.46,136,175,34,32.1,22.1,74,9,1417
1381	,6411.TW,晶焱,114.5,-2.97,1253,114.5,114.94,1253,1539.2,7.9,50.2,17.3,110,10,113
1382	,6412.TW,群電,121,0,11665,121,98.91,11665,4873.2,27.5,20.3,9.6,39,40,483
1383	,6414.TW,樺漢,275,0,2109,275,286.16,2109,2286.2,11,19.4,4.5,7,12,286
1384	,6415.TW,矽力*-KY,303,-0.66,1296,303,324.77,1296,2500.5,2.2,44.5,-6.3,5061,10,1160
1385	,6416.TW,瑞祺電通,83.6,-2.11,461,83.6,90.47,461,321.9,11.7,25.3,11.8,99,7,61
1386	,6417.TW,韋僑,122.5,0.41,197,122.5,138.66,197,1604.5,15.3,30.5,14.8,4152,4,52
1387	,6418.TW,詠昇,20.2,9.78,3214,20.2,16.91,3214,364.2,21.6,22,8.2,3,3,7
1388	,6419.TW,京晨科,32.9,-3.24,28,32.9,37.17,28,55.7,-0.3,61.1,1.2,58,1,4
1389	,6425.TW,易發,21.15,-0.24,34,21.15,21.33,34,31.2,-20.3,25,-31.7,3,4,9
1390	,6426.TW,統新,64.8,-1.07,142,64.8,67.22,142,817.8,-9.9,8.9,-55.1,127,4,25
1391	,6431.TW,光麗-KY,19.35,1.84,1,19.35,19.2,1,16.8,-15.9,21.3,-54.9,-5,6,10
1392	,6432.TW,今展科,33.6,3.7,306,33.6,33.1,306,90.8,2.5,24.7,1.2,17,3,10
1393	,6435.TW,大中,101,0.5,47,101,100.36,47,51.4,6.3,17.6,5.9,924,3,34
1394	,6438.TW,迅得,107,-1.83,484,107,111.45,484,944.3,21.1,27.5,14.4,59,8,81
1395	,6441.TW,廣錠,55.2,-2.3,144,55.2,57.98,144,302.1,-7.8,21.4,-15.5,1,5,29
1396	,6442.TW,光聖,65.2,-1.95,717,65.2,69.47,717,689.6,0.7,26.4,3.9,46,7,43
1397	,6443.TW,元晶,30.5,0,2985,30.5,31.93,2985,4832.1,11.3,9.6,5,3,51,156
1398	,6446.TW,藥華藥,338.5,1.96,1833,338.5,347.6,1833,2254,-24.2,85,-81.7,-98,34,1149
1399	,6449.TW,鈺邦,68.8,-0.43,383,68.8,60.73,383,465.9,4.3,24,8.1,24,9,61
1400	,6451.TW,訊芯-KY,101.5,1,1077,101.5,111.43,1077,896.8,4.4,17,1,1,11,109
1401	,6456.TW,GIS-KY,68,2.56,1304,68,67.89,1304,855.7,1.4,5.3,-2.6,12,34,230
1402	,6457.TW,紘康,48.35,0.31,45,48.35,48.63,45,102.8,-17.9,15.7,-37.6,107,3,15
1403	,6461.TW,益得,29.7,-0.34,117,29.7,30.64,117,175,-32.7,-1086.3,-2102.4,-13,12,35
1404	,6462.TW,神盾,100,0,147,100,103.61,147,396.2,-8.8,33.3,-28.9,-27,7,74
1405	,6464.TW,台數科,89,0.68,4,89,88.82,4,10.7,12.2,53.3,34.4,6,13,114
1406	,6465.TW,威潤,19.1,-1.29,23,19.1,19.78,23,22.1,-12,32.3,-8.2,-18,3,6
1407	,6469.TW,大樹,425,2.53,879,425,411.3,879,472.3,25.1,27.5,4.9,20,9,382
1408	,6470.TW,宇智,74,-5.73,2705,74,79.68,2705,1984.8,25,16.4,8.2,164,4,28
1409	,6472.TW,保瑞,939,1.29,2695,939,891.2,2695,2727.2,74.4,40.3,32.4,18,8,730
1410	,6477.TW,安集,42.4,-0.12,471,42.4,45.39,471,713.5,11.2,29.2,23.3,6,12,52
1411	,6482.TW,弘煜科,41.65,0.97,6,41.65,41.86,6,5.5,14.1,100,14.9,275,2,8
1412	,6485.TW,點序,88.1,-1.01,287,88.1,94,287,770.7,8.2,44.1,8.8,321,4,39
1413	,6486.TW,互動,69.6,-0.71,132,69.6,72.23,132,265.6,22.6,43.5,13.9,38,4,29
1414	,6488.TW,環球晶,479,-0.42,1290,479,509.19,1290,1633.3,32.7,37.7,29.1,43,44,2085
1415	,6491.TW,晶碩,344,0.88,163,344,362.55,163,759.7,23.6,51.1,27,82,8,268
1416	,6492.TW,生華科,43,1.06,113,43,45.2,113,139.5,-18.6,58.4,-30800.8,-639,9,39
1417	,6494.TW,九齊,57.7,-0.17,25,57.7,58.79,25,65.3,-9,29.8,-9.3,453,3,18
1418	,6496.TW,科懋,29,-0.34,4,29,30.05,4,33.6,-12.5,35.1,-18.3,-5,5,14
1419	,6499.TW,益安,54.1,0,40,54.1,57.17,40,117.5,-83.5,8.2,-387.9,-83,9,48
1420	,6504.TW,南六,75.9,1.07,35,75.9,76.04,35,53.3,9.3,12,4.3,4,7,55
1421	,6505.TW,台塑化,81,1.5,1189,81,80.06,1189,1758,-1.5,-2.3,-4.1,31,953,7716
1422	,6506.TW,雙邦,18.05,-1.1,39,18.05,18.15,39,16.6,2.6,12.4,1.7,37,8,15
1423	,6508.TW,惠光,35.25,-0.84,150,35.25,35.37,150,180.4,6,27.4,11.3,133,9,31
1424	,6509.TW,聚和,39.25,-1.38,797,39.25,40.65,797,606.3,15.6,30.7,16.3,27,17,68
1425	,6510.TW,精測,508,-0.2,70,508,551.1,70,278.9,1.4,48,1.8,564,3,167
1426	,6512.TW,啟發電,21,-0.94,17,21,21.12,17,13.7,-6.1,14.7,-12.6,540,3,5
1427	,6514.TW,芮特-KY,48.6,-1.62,29,48.6,50.81,29,28.4,7.7,29.5,16.5,0,3,15
1428	,6515.TW,穎崴,638,-1.39,1050,638,782.2,1050,1359.6,16.9,37.7,18.2,1432,3,220
1429	,6516.TW,勤崴國際,89.5,-0.22,18,89.5,93.1,18,61.3,7.4,50.6,13.8,175,5,46
1430	,6517.TW,保勝光學,83.4,1.34,1308,83.4,87.37,1308,553.2,29.6,46.1,30.6,1168,3,26
1431	,6523.TW,達爾膚,137,5.38,372,137,134.38,372,271.4,26.9,73.1,44.9,807,5,62
1432	,6525.TW,捷敏-KY,68.5,-1.72,195,68.5,70.45,195,108.2,15.7,25.6,18.7,347,13,88
1433	,6527.TW,明達醫,92,0.55,304,92,97.41,304,519.5,13.7,30.7,16.1,144,3,23
1434	,6530.TW,創威,28.55,-4.19,300,28.55,32.45,300,431.8,13.1,43.2,23.6,580,3,10
1435	,6531.TW,愛普*,345,-1.71,6385,345,333.5,6385,12037.4,19,40.3,18.8,1561,8,558
1436	,6532.TW,瑞耘,61.5,-3.3,727,61.5,59.51,727,1583.9,14.2,33.1,20.9,272,4,23
1437	,6533.TW,晶心科,415,-1.78,913,415,452.85,913,1487.3,-4.4,99.9,-22.6,223,5,210
1438	,6535.TW,順藥,64.9,1.56,1572,64.9,60.77,1572,2819.2,33,17.9,-910.1,-3385,16,106
1439	,6538.TW,倉和,146,-0.34,618,146,149.77,618,3839.9,8.7,36.8,11.6,50,4,56
1440	,6541.TW,泰福-KY,64.1,-1.84,129,64.1,69.2,129,110.3,-203.6,134.5,-1989.8,-29,13,86
1441	,6542.TW,隆中,59.5,0.85,3,59.5,61.47,3,12.6,13.8,77.1,17.9,405,4,25
1442	,6546.TW,正基,91.5,-2.45,548,91.5,94.02,548,1244,18.1,22.2,10.6,177,7,61
1443	,6547.TW,高端疫苗,59.1,0,865,59.1,59.08,865,1541.8,-17.2,0,0,-54,33,194
1444	,6548.TW,長科*,35.2,-0.56,1854,35.2,36.89,1854,3042.9,19.3,22.1,13.1,78,4,335
1445	,6550.TW,北極星藥業-KY,82.4,0.24,1005,82.4,85.44,1005,2107.6,-12.8,23.7,-228802.6,-103,74,359
1446	,6552.TW,易華電,34.6,1.62,39,34.6,35.38,39,49.2,-2.7,-5.3,-14.6,6,8,29
1447	,6556.TW,勝品,100,0.4,59,100,101.94,59,48.6,17.9,28.4,15.8,57,3,29
1448	,6558.TW,興能高,23.6,-1.26,162,23.6,25.22,162,156.9,-11.6,4.4,-15.3,-7,9,20
1449	,6560.TW,欣普羅,31.25,1.79,54,31.25,31.55,54,26,-6.6,23.7,-24.6,547,3,8
