date,amount,close,high,low,open,volume
20170726,15900563,213.00,215.00,212.50,215.00,5219
20170727,23045021,215.50,216.00,213.50,213.50,9138
20170728,21121133,213.00,214.00,212.50,213.00,7997
20170731,20363314,214.50,214.50,211.50,211.50,6039
20170801,20314999,212.00,214.00,212.00,212.50,7318
20170802,30528035,216.00,216.00,214.00,214.00,11028
20170803,27097397,213.50,214.00,212.50,213.00,7041
20170804,22187420,213.00,214.00,212.50,213.50,5240
20170807,21594977,216.00,216.50,213.50,213.50,7115
20170808,25223804,217.50,219.00,216.00,217.50,8404
20170809,28129447,214.50,215.50,213.50,215.00,9826
20170810,27440049,214.00,215.50,212.50,215.50,8227
20170811,41592129,212.50,213.50,210.50,211.00,13751
20170814,29414616,211.00,214.00,210.00,213.50,7719
20170815,14385915,214.00,214.50,213.00,213.00,5250
20170816,25206990,213.00,214.50,211.00,214.50,8610
20170817,8353232,214.00,214.00,213.00,213.50,3120
20170818,14363526,212.50,213.00,211.00,212.00,3999
20170821,13847499,211.50,213.00,211.50,212.50,5152
20170822,17330415,214.50,214.50,213.00,213.50,7908
20170823,11757917,215.50,216.00,214.00,215.50,5873
20170824,15426842,217.00,217.00,215.50,216.00,6953
20170825,10975387,217.50,217.50,216.00,217.50,5546
20170828,16512159,216.00,216.50,215.00,215.00,5673
20170829,16561161,216.00,216.00,215.00,216.00,5587
20170830,19674310,217.50,218.00,216.00,216.00,6732
20170831,26945202,216.50,218.00,215.50,217.50,6585
20170901,17805405,216.50,217.50,215.00,215.00,6956
20170904,15053185,217.50,218.00,215.50,216.50,8635
20170905,34514275,218.00,218.00,216.50,218.00,7065
20170906,28148528,217.00,218.00,216.00,216.50,6999
20170907,19198540,217.00,218.50,216.00,218.00,6586
20170908,25512045,218.00,218.00,216.50,217.00,7969
20170911,19387886,217.00,219.50,216.50,219.00,5305
20170912,24862321,219.00,219.50,217.50,219.00,5992
20170913,18336541,218.00,219.00,217.50,217.50,4598
20170914,21508567,218.50,219.00,217.50,218.50,6314
20170915,48901103,218.50,219.00,217.00,218.50,5253
20170918,17812705,219.50,220.00,218.00,219.00,6714
20170919,26255575,221.50,221.50,220.00,221.50,11072
20170920,23434237,221.50,222.00,220.00,221.00,9347
20170921,18645565,221.00,223.00,220.00,221.00,6604
20170922,22456370,218.50,222.00,218.50,221.50,7431
20170925,17458286,217.00,218.50,217.00,217.50,6250
20170926,25003901,214.00,218.00,214.00,217.50,8768
20170927,24794510,215.00,217.50,215.00,217.50,7326
20170928,31616062,214.00,216.00,213.50,215.00,7749
20170929,23954708,216.50,217.50,215.50,216.00,7507
20170930,4254045,216.50,218.50,216.50,218.00,2446
20171002,28360551,220.50,220.50,218.50,219.50,10605
20171003,38330938,222.50,223.00,219.00,219.00,12703
20171005,25397939,224.50,225.50,222.00,222.00,8601
20171006,16040516,224.50,225.50,223.50,225.00,7612
20171011,67649562,233.00,233.50,226.50,226.50,20879
20171012,44176186,237.50,237.50,234.50,235.00,16490
20171013,23145071,237.50,237.50,234.50,237.50,10507
20171016,20673072,238.00,238.00,236.00,237.50,6764
20171017,17652304,235.50,238.00,235.00,238.00,6336
20171018,28970850,237.50,239.50,237.00,239.50,10330
20171019,23481776,239.00,241.50,239.00,239.50,9033
20171020,27056035,237.50,239.50,237.50,238.00,7206
20171023,15959559,239.00,240.00,238.50,239.00,6686
20171024,16100570,238.00,240.00,238.00,240.00,6034
20171025,17205187,238.00,239.00,237.50,238.50,5808
20171026,12959717,236.00,238.00,236.00,237.00,4947
20171027,18040541,239.00,240.00,237.50,237.50,5715
20171030,30241990,243.00,245.00,241.50,242.00,10609
20171031,22582013,243.00,245.00,241.50,243.50,8176
20171101,20465054,242.50,245.00,241.50,243.50,6464
20171102,16309342,241.00,242.50,240.50,242.00,5912
20171103,18327682,239.00,241.00,238.50,240.50,5621
20171106,21029515,239.50,244.00,239.00,243.50,6601
20171107,21689261,244.00,244.00,241.50,242.00,6729
20171108,14579103,242.50,243.50,242.00,243.00,4610
20171109,21366949,241.00,243.00,240.00,240.50,6339
20171110,15061296,240.50,242.00,239.50,240.00,4465
20171113,12087858,239.50,241.50,239.50,240.00,4288
20171114,17229176,240.00,241.00,239.00,241.00,4130
20171115,29720308,237.50,239.50,236.00,239.00,9224
20171116,17274172,238.00,240.00,237.50,238.00,5683
20171117,18741825,241.50,242.50,240.50,240.50,5647
20171120,19811271,238.50,241.50,238.00,241.00,5935
20171121,22878024,243.00,243.00,239.50,240.00,7942
20171122,27251431,242.00,244.50,242.00,244.50,7655
20171123,9562763,242.50,243.50,241.50,242.00,4253
20171124,11404453,244.00,244.50,241.50,242.00,3910
20171127,32247327,237.00,240.00,237.00,240.00,14743
20171128,47834178,234.00,235.00,233.00,234.50,15262
20171129,26535797,234.50,236.00,234.50,235.00,6976
20171130,109231770,226.00,230.50,226.00,226.50,21345
20171201,38356265,231.00,233.50,227.50,228.50,17632
20171204,22939032,234.00,234.50,231.00,232.50,7763
20171205,30189765,229.50,231.00,228.50,231.00,11202
20171206,34031690,227.00,229.50,226.50,228.00,10749
20171207,41619903,226.50,226.50,222.50,226.50,13336
20171208,38183260,227.00,231.00,224.50,231.00,9485
20171211,20649609,227.50,229.00,227.00,228.50,6384
20171212,28188584,227.50,229.50,225.00,229.50,6210
20171213,19619331,227.00,228.00,226.50,227.50,6108
20171214,17263313,230.50,230.50,227.50,228.00,6689
20171215,42725779,230.00,230.00,226.50,228.50,7602
20171218,15702664,227.00,228.00,226.50,227.00,5961
20171219,25899129,225.00,228.50,224.00,226.50,7609
20171220,34514333,224.50,225.50,223.50,225.00,10336
20171221,20826164,225.00,227.00,224.50,226.50,5893
20171222,19106483,227.50,227.50,224.00,225.00,6146
20171225,4579675,228.50,229.50,226.50,228.00,2288
20171226,13755843,226.00,229.00,225.00,229.00,3550
20171227,12515245,225.00,226.00,225.00,225.00,5717
20171228,24370371,226.00,228.00,225.00,226.50,7413
20171229,25610443,229.50,230.00,226.50,227.50,8325
20180102,18055269,232.50,232.50,231.00,231.50,9954
20180103,31706091,237.00,238.00,235.50,236.00,13633
20180104,29179613,239.50,240.00,236.50,240.00,10953
20180105,23721255,240.00,240.00,238.00,240.00,8659
20180108,21846692,242.00,242.50,240.50,242.00,10251
20180109,19043123,242.00,242.00,239.50,242.00,7124
20180110,25716220,236.50,242.00,236.00,241.50,10534
20180111,32070338,235.00,236.00,232.50,235.00,9199
20180112,23141291,237.00,238.00,233.50,234.50,7905
20180115,28576533,240.00,240.00,238.00,240.00,9756
20180116,23407632,240.50,240.50,238.00,240.00,8156
20180117,38118119,242.00,243.00,239.00,240.50,12593
